name,value,year,lastValue,rank,index
Intel,35261.1,2005.1,35588,5,51
Disney,26581.7,2005.1,26441,6,51
McDonald's,26162.7,2005.1,26014,7,51
Toyota,25147.4,2005.1,24837,8,51
Mercedes-Benz,20184.9,2005.1,20006,9,51
Citi,20116.1,2005.1,19967,10,51
HP,19025.2,2005.1,18866,11,51
American Express,18667.2,2005.1,18559,12,51
Coca-Cola,67420,2005.2,67472.5,1,52
Microsoft,59338,2005.2,59639.5,2,52
IBM,53941,2005.2,53658.5,3,52
GE,47378.2,2005.2,47187.1,4,52
Intel,34934.2,2005.2,35261.1,5,52
Disney,26722.4,2005.2,26581.7,6,52
McDonald's,26311.4,2005.2,26162.7,7,52
Toyota,25457.8,2005.2,25147.4,8,52
Mercedes-Benz,20363.8,2005.2,20184.9,9,52
Citi,20265.2,2005.2,20116.1,10,52
HP,19184.4,2005.2,19025.2,11,52
American Express,18775.4,2005.2,18667.2,12,52
Coca-Cola,67367.5,2005.3,67420,1,53
Microsoft,59036.5,2005.3,59338,2,53
IBM,54223.5,2005.3,53941,3,53
GE,47569.3,2005.3,47378.2,4,53
Intel,34607.3,2005.3,34934.2,5,53
Disney,26863.1,2005.3,26722.4,6,53
McDonald's,26460.1,2005.3,26311.4,7,53
Toyota,25768.2,2005.3,25457.8,8,53
Mercedes-Benz,20542.7,2005.3,20363.8,9,53
Citi,20414.3,2005.3,20265.2,10,53
HP,19343.6,2005.3,19184.4,11,53
American Express,18883.6,2005.3,18775.4,12,53
Coca-Cola,67315,2005.4,67367.5,1,54
Microsoft,58735,2005.4,59036.5,2,54
IBM,54506,2005.4,54223.5,3,54
GE,47760.4,2005.4,47569.3,4,54
Intel,34280.4,2005.4,34607.3,5,54
Disney,27003.8,2005.4,26863.1,6,54
McDonald's,26608.8,2005.4,26460.1,7,54
Toyota,26078.6,2005.4,25768.2,8,54
Mercedes-Benz,20721.6,2005.4,20542.7,9,54
Citi,20563.4,2005.4,20414.3,10,54
HP,19502.8,2005.4,19343.6,11,54
American Express,18991.8,2005.4,18883.6,12,54
Coca-Cola,67262.5,2005.5,67315,1,55
Microsoft,58433.5,2005.5,58735,2,55
IBM,54788.5,2005.5,54506,3,55
GE,47951.5,2005.5,47760.4,4,55
Intel,33953.5,2005.5,34280.4,5,55
Disney,27144.5,2005.5,27003.8,6,55
McDonald's,26757.5,2005.5,26608.8,7,55
Toyota,26389,2005.5,26078.6,8,55
Mercedes-Benz,20900.5,2005.5,20721.6,9,55
Citi,20712.5,2005.5,20563.4,10,55
HP,19662,2005.5,19502.8,11,55
American Express,19100,2005.5,18991.8,12,55
Coca-Cola,67210,2005.6,67262.5,1,56
Microsoft,58132,2005.6,58433.5,2,56
IBM,55071,2005.6,54788.5,3,56
GE,48142.6,2005.6,47951.5,4,56
Intel,33626.6,2005.6,33953.5,5,56
Disney,27285.2,2005.6,27144.5,6,56
McDonald's,26906.2,2005.6,26757.5,7,56
Toyota,26699.4,2005.6,26389,8,56
Mercedes-Benz,21079.4,2005.6,20900.5,9,56
Citi,20861.6,2005.6,20712.5,10,56
HP,19821.2,2005.6,19662,11,56
American Express,19208.2,2005.6,19100,12,56
Coca-Cola,67157.5,2005.7,67210,1,57
Microsoft,57830.5,2005.7,58132,2,57
IBM,55353.5,2005.7,55071,3,57
GE,48333.7,2005.7,48142.6,4,57
Intel,33299.7,2005.7,33626.6,5,57
Disney,27425.9,2005.7,27285.2,6,57
McDonald's,27054.9,2005.7,26906.2,7,57
Toyota,27009.8,2005.7,26699.4,8,57
Mercedes-Benz,21258.3,2005.7,21079.4,9,57
Citi,21010.7,2005.7,20861.6,10,57
HP,19980.4,2005.7,19821.2,11,57
American Express,19316.4,2005.7,19208.2,12,57
Coca-Cola,67105,2005.8,67157.5,1,58
Microsoft,57529,2005.8,57830.5,2,58
IBM,55636,2005.8,55353.5,3,58
GE,48524.8,2005.8,48333.7,4,58
Intel,32972.8,2005.8,33299.7,5,58
Disney,27566.6,2005.8,27425.9,6,58
Toyota,27320.2,2005.8,27009.8,7,58
McDonald's,27203.6,2005.8,27054.9,8,58
Mercedes-Benz,21437.2,2005.8,21258.3,9,58
Citi,21159.8,2005.8,21010.7,10,58
HP,20139.6,2005.8,19980.4,11,58
American Express,19424.6,2005.8,19316.4,12,58
Coca-Cola,67052.5,2005.9,67105,1,59
Microsoft,57227.5,2005.9,57529,2,59
IBM,55918.5,2005.9,55636,3,59
GE,48715.9,2005.9,48524.8,4,59
Intel,32645.9,2005.9,32972.8,5,59
Disney,27707.3,2005.9,27566.6,6,59
Toyota,27630.6,2005.9,27320.2,7,59
McDonald's,27352.3,2005.9,27203.6,8,59
Mercedes-Benz,21616.1,2005.9,21437.2,9,59
Citi,21308.9,2005.9,21159.8,10,59
HP,20298.8,2005.9,20139.6,11,59
American Express,19532.8,2005.9,19424.6,12,59
Coca-Cola,67000,2006,67052.5,1,60
Microsoft,56926,2006,57227.5,2,60
IBM,56201,2006,55918.5,3,60
GE,48907,2006,48715.9,4,60
Intel,32319,2006,32645.9,5,60
Toyota,27941,2006,27630.6,6,60
Disney,27848,2006,27707.3,7,60
McDonald's,27501,2006,27352.3,8,60
Mercedes-Benz,21795,2006,21616.1,9,60
Citi,21458,2006,21308.9,10,60
HP,20458,2006,20298.8,11,60
American Express,19641,2006,19532.8,12,60
Coca-Cola,66832.4,2006.1,67000,1,61
Microsoft,57104.3,2006.1,56926,2,61
IBM,56289.9,2006.1,56201,3,61
GE,49173.2,2006.1,48907,4,61
Intel,32182.5,2006.1,32319,5,61
Toyota,28353.9,2006.1,27941,6,61
Disney,27984.2,2006.1,27848,7,61
McDonald's,27690.7,2006.1,27501,8,61
Mercedes-Benz,21972.3,2006.1,21795,9,61
Citi,21656.4,2006.1,21458,10,61
HP,20631.9,2006.1,20458,11,61
BMW,19816.5,2006.1,19617,12,61
Coca-Cola,66664.8,2006.2,66832.4,1,62
Microsoft,57282.6,2006.2,57104.3,2,62
IBM,56378.8,2006.2,56289.9,3,62
GE,49439.4,2006.2,49173.2,4,62
Intel,32046,2006.2,32182.5,5,62
Toyota,28766.8,2006.2,28353.9,6,62
Disney,28120.4,2006.2,27984.2,7,62
McDonald's,27880.4,2006.2,27690.7,8,62
Mercedes-Benz,22149.6,2006.2,21972.3,9,62
Citi,21854.8,2006.2,21656.4,10,62
HP,20805.8,2006.2,20631.9,11,62
BMW,20016,2006.2,19816.5,12,62
Coca-Cola,66497.2,2006.3,66664.8,1,63
Microsoft,57460.9,2006.3,57282.6,2,63
IBM,56467.7,2006.3,56378.8,3,63
GE,49705.6,2006.3,49439.4,4,63
Intel,31909.5,2006.3,32046,5,63
Toyota,29179.7,2006.3,28766.8,6,63
Disney,28256.6,2006.3,28120.4,7,63
McDonald's,28070.1,2006.3,27880.4,8,63
Mercedes-Benz,22326.9,2006.3,22149.6,9,63
Citi,22053.2,2006.3,21854.8,10,63
HP,20979.7,2006.3,20805.8,11,63
BMW,20215.5,2006.3,20016,12,63
Coca-Cola,66329.6,2006.4,66497.2,1,64
Microsoft,57639.2,2006.4,57460.9,2,64
IBM,56556.6,2006.4,56467.7,3,64
GE,49971.8,2006.4,49705.6,4,64
Intel,31773,2006.4,31909.5,5,64
Toyota,29592.6,2006.4,29179.7,6,64
Disney,28392.8,2006.4,28256.6,7,64
McDonald's,28259.8,2006.4,28070.1,8,64
Mercedes-Benz,22504.2,2006.4,22326.9,9,64
Citi,22251.6,2006.4,22053.2,10,64
HP,21153.6,2006.4,20979.7,11,64
BMW,20415,2006.4,20215.5,12,64
Coca-Cola,66162,2006.5,66329.6,1,65
Microsoft,57817.5,2006.5,57639.2,2,65
IBM,56645.5,2006.5,56556.6,3,65
GE,50238,2006.5,49971.8,4,65
Intel,31636.5,2006.5,31773,5,65
Toyota,30005.5,2006.5,29592.6,6,65
Disney,28529,2006.5,28392.8,7,65
McDonald's,28449.5,2006.5,28259.8,8,65
Mercedes-Benz,22681.5,2006.5,22504.2,9,65
Citi,22450,2006.5,22251.6,10,65
HP,21327.5,2006.5,21153.6,11,65
BMW,20614.5,2006.5,20415,12,65
Coca-Cola,65994.4,2006.6,66162,1,66
Microsoft,57995.8,2006.6,57817.5,2,66
IBM,56734.4,2006.6,56645.5,3,66
GE,50504.2,2006.6,50238,4,66
Intel,31500,2006.6,31636.5,5,66
Toyota,30418.4,2006.6,30005.5,6,66
Disney,28665.2,2006.6,28529,7,66
McDonald's,28639.2,2006.6,28449.5,8,66
Mercedes-Benz,22858.8,2006.6,22681.5,9,66
Citi,22648.4,2006.6,22450,10,66
HP,21501.4,2006.6,21327.5,11,66
BMW,20814,2006.6,20614.5,12,66
Coca-Cola,65826.8,2006.7,65994.4,1,67
Microsoft,58174.1,2006.7,57995.8,2,67
IBM,56823.3,2006.7,56734.4,3,67
GE,50770.4,2006.7,50504.2,4,67
Intel,31363.5,2006.7,31500,5,67
Toyota,30831.3,2006.7,30418.4,6,67
McDonald's,28828.9,2006.7,28639.2,7,67
Disney,28801.4,2006.7,28665.2,8,67
Mercedes-Benz,23036.1,2006.7,22858.8,9,67
Citi,22846.8,2006.7,22648.4,10,67
HP,21675.3,2006.7,21501.4,11,67
BMW,21013.5,2006.7,20814,12,67
Coca-Cola,65659.2,2006.8,65826.8,1,68
Microsoft,58352.4,2006.8,58174.1,2,68
IBM,56912.2,2006.8,56823.3,3,68
GE,51036.6,2006.8,50770.4,4,68
Toyota,31244.2,2006.8,30831.3,5,68
Intel,31227,2006.8,31363.5,6,68
McDonald's,29018.6,2006.8,28828.9,7,68
Disney,28937.6,2006.8,28801.4,8,68
Mercedes-Benz,23213.4,2006.8,23036.1,9,68
Citi,23045.2,2006.8,22846.8,10,68
HP,21849.2,2006.8,21675.3,11,68
BMW,21213,2006.8,21013.5,12,68
Coca-Cola,65491.6,2006.9,65659.2,1,69
Microsoft,58530.7,2006.9,58352.4,2,69
IBM,57001.1,2006.9,56912.2,3,69
GE,51302.8,2006.9,51036.6,4,69
Toyota,31657.1,2006.9,31244.2,5,69
Intel,31090.5,2006.9,31227,6,69
McDonald's,29208.3,2006.9,29018.6,7,69
Disney,29073.8,2006.9,28937.6,8,69
Mercedes-Benz,23390.7,2006.9,23213.4,9,69
Citi,23243.6,2006.9,23045.2,10,69
HP,22023.1,2006.9,21849.2,11,69
BMW,21412.5,2006.9,21213,12,69
Coca-Cola,65324,2007,65491.6,1,70
Microsoft,58709,2007,58530.7,2,70
IBM,57090,2007,57001.1,3,70
GE,51569,2007,51302.8,4,70
Toyota,32070,2007,31657.1,5,70
Intel,30954,2007,31090.5,6,70
McDonald's,29398,2007,29208.3,7,70
Disney,29210,2007,29073.8,8,70
Mercedes-Benz,23568,2007,23390.7,9,70
Citi,23442,2007,23243.6,10,70
HP,22197,2007,22023.1,11,70
BMW,21612,2007,21412.5,12,70
Coca-Cola,65458.3,2007.1,65324,1,71
Microsoft,58738.8,2007.1,58709,2,71
IBM,57284.1,2007.1,57090,3,71
GE,51720.7,2007.1,51569,4,71
Toyota,32268,2007.1,32070,5,71
Intel,30984.7,2007.1,30954,6,71
McDonald's,29563.1,2007.1,29398,7,71
Disney,29214.1,2007.1,29210,8,71
Mercedes-Benz,23768.9,2007.1,23568,9,71
Citi,23115.2,2007.1,23442,10,71
HP,22328.2,2007.1,22197,11,71
BMW,21780.6,2007.1,21612,12,71
Coca-Cola,65592.6,2007.2,65458.3,1,72
Microsoft,58768.6,2007.2,58738.8,2,72
IBM,57478.2,2007.2,57284.1,3,72
GE,51872.4,2007.2,51720.7,4,72
Toyota,32466,2007.2,32268,5,72
Intel,31015.4,2007.2,30984.7,6,72
McDonald's,29728.2,2007.2,29563.1,7,72
Disney,29218.2,2007.2,29214.1,8,72
Mercedes-Benz,23969.8,2007.2,23768.9,9,72
Citi,22788.4,2007.2,23115.2,10,72
HP,22459.4,2007.2,22328.2,11,72
BMW,21949.2,2007.2,21780.6,12,72
Coca-Cola,65726.9,2007.3,65592.6,1,73
Microsoft,58798.4,2007.3,58768.6,2,73
IBM,57672.3,2007.3,57478.2,3,73
GE,52024.1,2007.3,51872.4,4,73
Toyota,32664,2007.3,32466,5,73
Intel,31046.1,2007.3,31015.4,6,73
McDonald's,29893.3,2007.3,29728.2,7,73
Disney,29222.3,2007.3,29218.2,8,73
Mercedes-Benz,24170.7,2007.3,23969.8,9,73
HP,22590.6,2007.3,22459.4,10,73
Citi,22461.6,2007.3,22788.4,11,73
BMW,22117.8,2007.3,21949.2,12,73
Coca-Cola,65861.2,2007.4,65726.9,1,74
Microsoft,58828.2,2007.4,58798.4,2,74
IBM,57866.4,2007.4,57672.3,3,74
GE,52175.8,2007.4,52024.1,4,74
Toyota,32862,2007.4,32664,5,74
Intel,31076.8,2007.4,31046.1,6,74
McDonald's,30058.4,2007.4,29893.3,7,74
Disney,29226.4,2007.4,29222.3,8,74
Mercedes-Benz,24371.6,2007.4,24170.7,9,74
HP,22721.8,2007.4,22590.6,10,74
BMW,22286.4,2007.4,22117.8,11,74
Citi,22134.8,2007.4,22461.6,12,74
Coca-Cola,65995.5,2007.5,65861.2,1,75
Microsoft,58858,2007.5,58828.2,2,75
IBM,58060.5,2007.5,57866.4,3,75
GE,52327.5,2007.5,52175.8,4,75
Toyota,33060,2007.5,32862,5,75
Intel,31107.5,2007.5,31076.8,6,75
McDonald's,30223.5,2007.5,30058.4,7,75
Disney,29230.5,2007.5,29226.4,8,75
Mercedes-Benz,24572.5,2007.5,24371.6,9,75
HP,22853,2007.5,22721.8,10,75
BMW,22455,2007.5,22286.4,11,75
Citi,21808,2007.5,22134.8,12,75
Coca-Cola,66129.8,2007.6,65995.5,1,76
Microsoft,58887.8,2007.6,58858,2,76
IBM,58254.6,2007.6,58060.5,3,76
GE,52479.2,2007.6,52327.5,4,76
Toyota,33258,2007.6,33060,5,76
Intel,31138.2,2007.6,31107.5,6,76
McDonald's,30388.6,2007.6,30223.5,7,76
Disney,29234.6,2007.6,29230.5,8,76
Mercedes-Benz,24773.4,2007.6,24572.5,9,76
HP,22984.2,2007.6,22853,10,76
BMW,22623.6,2007.6,22455,11,76
Google,22488.8,2007.6,21713.5,12,76
Coca-Cola,66264.1,2007.7,66129.8,1,77
Microsoft,58917.6,2007.7,58887.8,2,77
IBM,58448.7,2007.7,58254.6,3,77
GE,52630.9,2007.7,52479.2,4,77
Toyota,33456,2007.7,33258,5,77
Intel,31168.9,2007.7,31138.2,6,77
McDonald's,30553.7,2007.7,30388.6,7,77
Disney,29238.7,2007.7,29234.6,8,77
Mercedes-Benz,24974.3,2007.7,24773.4,9,77
Google,23264.1,2007.7,22488.8,10,77
HP,23115.4,2007.7,22984.2,11,77
BMW,22792.2,2007.7,22623.6,12,77
Coca-Cola,66398.4,2007.8,66264.1,1,78
Microsoft,58947.4,2007.8,58917.6,2,78
IBM,58642.8,2007.8,58448.7,3,78
GE,52782.6,2007.8,52630.9,4,78
Toyota,33654,2007.8,33456,5,78
Intel,31199.6,2007.8,31168.9,6,78
McDonald's,30718.8,2007.8,30553.7,7,78
Disney,29242.8,2007.8,29238.7,8,78
Mercedes-Benz,25175.2,2007.8,24974.3,9,78
Google,24039.4,2007.8,23264.1,10,78
HP,23246.6,2007.8,23115.4,11,78
BMW,22960.8,2007.8,22792.2,12,78
Coca-Cola,66532.7,2007.9,66398.4,1,79
Microsoft,58977.2,2007.9,58947.4,2,79
IBM,58836.9,2007.9,58642.8,3,79
GE,52934.3,2007.9,52782.6,4,79
Toyota,33852,2007.9,33654,5,79
Intel,31230.3,2007.9,31199.6,6,79
McDonald's,30883.9,2007.9,30718.8,7,79
Disney,29246.9,2007.9,29242.8,8,79
Mercedes-Benz,25376.1,2007.9,25175.2,9,79
Google,24814.7,2007.9,24039.4,10,79
HP,23377.8,2007.9,23246.6,11,79
BMW,23129.4,2007.9,22960.8,12,79
Coca-Cola,66667,2008,66532.7,1,80
IBM,59031,2008,58836.9,2,80
Microsoft,59007,2008,58977.2,3,80
GE,53086,2008,52934.3,4,80
Toyota,34050,2008,33852,5,80
Intel,31261,2008,31230.3,6,80
McDonald's,31049,2008,30883.9,7,80
Disney,29251,2008,29246.9,8,80
Google,25590,2008,24814.7,9,80
Mercedes-Benz,25577,2008,25376.1,10,80
HP,23509,2008,23377.8,11,80
BMW,23298,2008,23129.4,12,80
Coca-Cola,66873.7,2008.1,66667,1,81
IBM,59149,2008.1,59031,2,81
Microsoft,58771,2008.1,59007,3,81
GE,52555.1,2008.1,53086,4,81
Toyota,33778,2008.1,34050,5,81
Intel,31198.5,2008.1,31261,6,81
McDonald's,31171.6,2008.1,31049,7,81
Disney,29170.6,2008.1,29251,8,81
Google,26229,2008.1,25590,9,81
Mercedes-Benz,25406,2008.1,25577,10,81
HP,23567.7,2008.1,23509,11,81
BMW,23135.3,2008.1,23298,12,81
Coca-Cola,67080.4,2008.2,66873.7,1,82
IBM,59267,2008.2,59149,2,82
Microsoft,58535,2008.2,58771,3,82
GE,52024.2,2008.2,52555.1,4,82
Toyota,33506,2008.2,33778,5,82
McDonald's,31294.2,2008.2,31171.6,6,82
Intel,31136,2008.2,31198.5,7,82
Disney,29090.2,2008.2,29170.6,8,82
Google,26868,2008.2,26229,9,82
Mercedes-Benz,25235,2008.2,25406,10,82
HP,23626.4,2008.2,23567.7,11,82
BMW,22972.6,2008.2,23135.3,12,82
Coca-Cola,67287.1,2008.3,67080.4,1,83
IBM,59385,2008.3,59267,2,83
Microsoft,58299,2008.3,58535,3,83
GE,51493.3,2008.3,52024.2,4,83
Toyota,33234,2008.3,33506,5,83
McDonald's,31416.8,2008.3,31294.2,6,83
Intel,31073.5,2008.3,31136,7,83
Disney,29009.8,2008.3,29090.2,8,83
Google,27507,2008.3,26868,9,83
Mercedes-Benz,25064,2008.3,25235,10,83
HP,23685.1,2008.3,23626.4,11,83
BMW,22809.9,2008.3,22972.6,12,83
Coca-Cola,67493.8,2008.4,67287.1,1,84
IBM,59503,2008.4,59385,2,84
Microsoft,58063,2008.4,58299,3,84
GE,50962.4,2008.4,51493.3,4,84
Toyota,32962,2008.4,33234,5,84
McDonald's,31539.4,2008.4,31416.8,6,84
Intel,31011,2008.4,31073.5,7,84
Disney,28929.4,2008.4,29009.8,8,84
Google,28146,2008.4,27507,9,84
Mercedes-Benz,24893,2008.4,25064,10,84
HP,23743.8,2008.4,23685.1,11,84
Gillette,22749.8,2008.4,22734.6,12,84
Coca-Cola,67700.5,2008.5,67493.8,1,85
IBM,59621,2008.5,59503,2,85
Microsoft,57827,2008.5,58063,3,85
GE,50431.5,2008.5,50962.4,4,85
Toyota,32690,2008.5,32962,5,85
McDonald's,31662,2008.5,31539.4,6,85
Intel,30948.5,2008.5,31011,7,85
Disney,28849,2008.5,28929.4,8,85
Google,28785,2008.5,28146,9,85
Mercedes-Benz,24722,2008.5,24893,10,85
HP,23802.5,2008.5,23743.8,11,85
Gillette,22765,2008.5,22749.8,12,85
Coca-Cola,67907.2,2008.6,67700.5,1,86
IBM,59739,2008.6,59621,2,86
Microsoft,57591,2008.6,57827,3,86
GE,49900.6,2008.6,50431.5,4,86
Toyota,32418,2008.6,32690,5,86
McDonald's,31784.6,2008.6,31662,6,86
Intel,30886,2008.6,30948.5,7,86
Google,29424,2008.6,28785,8,86
Disney,28768.6,2008.6,28849,9,86
Mercedes-Benz,24551,2008.6,24722,10,86
HP,23861.2,2008.6,23802.5,11,86
Gillette,22780.2,2008.6,22765,12,86
Coca-Cola,68113.9,2008.7,67907.2,1,87
IBM,59857,2008.7,59739,2,87
Microsoft,57355,2008.7,57591,3,87
GE,49369.7,2008.7,49900.6,4,87
Toyota,32146,2008.7,32418,5,87
McDonald's,31907.2,2008.7,31784.6,6,87
Intel,30823.5,2008.7,30886,7,87
Google,30063,2008.7,29424,8,87
Disney,28688.2,2008.7,28768.6,9,87
Mercedes-Benz,24380,2008.7,24551,10,87
HP,23919.9,2008.7,23861.2,11,87
Gillette,22795.4,2008.7,22780.2,12,87
Coca-Cola,68320.6,2008.8,68113.9,1,88
IBM,59975,2008.8,59857,2,88
Microsoft,57119,2008.8,57355,3,88
GE,48838.8,2008.8,49369.7,4,88
McDonald's,32029.8,2008.8,31907.2,5,88
Toyota,31874,2008.8,32146,6,88
Intel,30761,2008.8,30823.5,7,88
Google,30702,2008.8,30063,8,88
Disney,28607.8,2008.8,28688.2,9,88
Mercedes-Benz,24209,2008.8,24380,10,88
HP,23978.6,2008.8,23919.9,11,88
Gillette,22810.6,2008.8,22795.4,12,88
Coca-Cola,68527.3,2008.9,68320.6,1,89
IBM,60093,2008.9,59975,2,89
Microsoft,56883,2008.9,57119,3,89
GE,48307.9,2008.9,48838.8,4,89
McDonald's,32152.4,2008.9,32029.8,5,89
Toyota,31602,2008.9,31874,6,89
Google,31341,2008.9,30702,7,89
Intel,30698.5,2008.9,30761,8,89
Disney,28527.4,2008.9,28607.8,9,89
Mercedes-Benz,24038,2008.9,24209,10,89
HP,24037.3,2008.9,23978.6,11,89
Gillette,22825.8,2008.9,22810.6,12,89
Coca-Cola,68734,2009,68527.3,1,90
IBM,60211,2009,60093,2,90
Microsoft,56647,2009,56883,3,90
GE,47777,2009,48307.9,4,90
McDonald's,32275,2009,32152.4,5,90
Google,31980,2009,31341,6,90
Toyota,31330,2009,31602,7,90
Intel,30636,2009,30698.5,8,90
Disney,28447,2009,28527.4,9,90
HP,24096,2009,24037.3,10,90
Mercedes-Benz,23867,2009,24038,11,90
Gillette,22841,2009,22825.8,12,90
Coca-Cola,68905.8,2009.1,68734,1,91
IBM,60662.6,2009.1,60211,2,91
Microsoft,57071.8,2009.1,56647,3,91
GE,47280.1,2009.1,47777,4,91
Google,33137.7,2009.1,31980,5,91
McDonald's,32405.3,2009.1,32275,6,91
Toyota,30816.2,2009.1,31330,7,91
Intel,30773.9,2009.1,30636,8,91
Disney,28475.4,2009.1,28447,9,91
HP,24373.1,2009.1,24096,10,91
Mercedes-Benz,23998.2,2009.1,23867,11,91
Gillette,22886.7,2009.1,22841,12,91
Coca-Cola,69077.6,2009.2,68905.8,1,92
IBM,61114.2,2009.2,60662.6,2,92
Microsoft,57496.6,2009.2,57071.8,3,92
GE,46783.2,2009.2,47280.1,4,92
Google,34295.4,2009.2,33137.7,5,92
McDonald's,32535.6,2009.2,32405.3,6,92
Intel,30911.8,2009.2,30773.9,7,92
Toyota,30302.4,2009.2,30816.2,8,92
Disney,28503.8,2009.2,28475.4,9,92
HP,24650.2,2009.2,24373.1,10,92
Mercedes-Benz,24129.4,2009.2,23998.2,11,92
Gillette,22932.4,2009.2,22886.7,12,92
Coca-Cola,69249.4,2009.3,69077.6,1,93
IBM,61565.8,2009.3,61114.2,2,93
Microsoft,57921.4,2009.3,57496.6,3,93
GE,46286.3,2009.3,46783.2,4,93
Google,35453.1,2009.3,34295.4,5,93
McDonald's,32665.9,2009.3,32535.6,6,93
Intel,31049.7,2009.3,30911.8,7,93
Toyota,29788.6,2009.3,30302.4,8,93
Disney,28532.2,2009.3,28503.8,9,93
HP,24927.3,2009.3,24650.2,10,93
Mercedes-Benz,24260.6,2009.3,24129.4,11,93
Gillette,22978.1,2009.3,22932.4,12,93
Coca-Cola,69421.2,2009.4,69249.4,1,94
IBM,62017.4,2009.4,61565.8,2,94
Microsoft,58346.2,2009.4,57921.4,3,94
GE,45789.4,2009.4,46286.3,4,94
Google,36610.8,2009.4,35453.1,5,94
McDonald's,32796.2,2009.4,32665.9,6,94
Intel,31187.6,2009.4,31049.7,7,94
Toyota,29274.8,2009.4,29788.6,8,94
Disney,28560.6,2009.4,28532.2,9,94
HP,25204.4,2009.4,24927.3,10,94
Mercedes-Benz,24391.8,2009.4,24260.6,11,94
Gillette,23023.8,2009.4,22978.1,12,94
Coca-Cola,69593,2009.5,69421.2,1,95
IBM,62469,2009.5,62017.4,2,95
Microsoft,58771,2009.5,58346.2,3,95
GE,45292.5,2009.5,45789.4,4,95
Google,37768.5,2009.5,36610.8,5,95
McDonald's,32926.5,2009.5,32796.2,6,95
Intel,31325.5,2009.5,31187.6,7,95
Toyota,28761,2009.5,29274.8,8,95
Disney,28589,2009.5,28560.6,9,95
HP,25481.5,2009.5,25204.4,10,95
Mercedes-Benz,24523,2009.5,24391.8,11,95
Gillette,23069.5,2009.5,23023.8,12,95
Coca-Cola,69764.8,2009.6,69593,1,96
IBM,62920.6,2009.6,62469,2,96
Microsoft,59195.8,2009.6,58771,3,96
GE,44795.6,2009.6,45292.5,4,96
Google,38926.2,2009.6,37768.5,5,96
McDonald's,33056.8,2009.6,32926.5,6,96
Intel,31463.4,2009.6,31325.5,7,96
Disney,28617.4,2009.6,28589,8,96
Toyota,28247.2,2009.6,28761,9,96
HP,25758.6,2009.6,25481.5,10,96
Mercedes-Benz,24654.2,2009.6,24523,11,96
Gillette,23115.2,2009.6,23069.5,12,96
Coca-Cola,69936.6,2009.7,69764.8,1,97
IBM,63372.2,2009.7,62920.6,2,97
Microsoft,59620.6,2009.7,59195.8,3,97
GE,44298.7,2009.7,44795.6,4,97
Google,40083.9,2009.7,38926.2,5,97
McDonald's,33187.1,2009.7,33056.8,6,97
Intel,31601.3,2009.7,31463.4,7,97
Disney,28645.8,2009.7,28617.4,8,97
Toyota,27733.4,2009.7,28247.2,9,97
HP,26035.7,2009.7,25758.6,10,97
Mercedes-Benz,24785.4,2009.7,24654.2,11,97
Gillette,23160.9,2009.7,23115.2,12,97
Coca-Cola,70108.4,2009.8,69936.6,1,98
IBM,63823.8,2009.8,63372.2,2,98
Microsoft,60045.4,2009.8,59620.6,3,98
GE,43801.8,2009.8,44298.7,4,98
Google,41241.6,2009.8,40083.9,5,98
McDonald's,33317.4,2009.8,33187.1,6,98
Intel,31739.2,2009.8,31601.3,7,98
Disney,28674.2,2009.8,28645.8,8,98
